venta_id,producto_id,comprador_id,ubicacion_comprador,fecha_venta,cantidad,metodo_pago,total,tipo_producto,canal,estatus
1760,141,121,Pantepec,2025-04-09,1,Débito,228.97,Artesano,Instagram,Entregado
1761,14,132,Puebla,2025-05-09,1,Débito,681.09,Marca IKAL,Web,Entregado
1762,125,400,Xicotepec de Juárez,2025-05-09,1,Crédito,384.12,Artesano,Instagram,Enviado
1763,14,144,CDMX,2025-05-09,1,Crédito,681.09,Marca IKAL,Facebook,Entregado
1764,42,147,Querétaro,2025-06-09,2,Débito,1711.04,Artesano,Instagram,Entregado
1765,145,223,Puebla,2025-06-09,1,Débito,312.51,Artesano,Instagram,Entregado
1766,51,306,Xicotepec de Juárez,2025-06-09,2,Débito,272.02,Artesano,Facebook,Enviado
1767,47,223,Puebla,2025-07-09,1,Débito,673.74,Artesano,Instagram,Cancelado
1768,28,338,Monterrey,2025-07-09,2,Débito,921.62,Marca IKAL,Web,Entregado
1769,36,480,Toluca,2025-08-09,1,Débito,853.51,Artesano,Web,Entregado
1770,62,158,CDMX,2025-08-09,2,Crédito,1076.78,Artesano,Web,Entregado
1771,75,527,Guadalajara,2025-08-09,1,Crédito,333.06,Artesano,Web,Entregado
1772,120,326,Toluca,2025-08-09,1,Crédito,800.11,Artesano,Web,Entregado
1773,8,136,Monterrey,2025-08-09,1,Crédito,613.15,Marca IKAL,Web,Entregado
1774,144,108,Querétaro,2025-08-09,1,Crédito,1152.21,Artesano,Web,Entregado
1775,11,463,Monterrey,2025-09-09,1,Crédito,596.55,Marca IKAL,Web,Entregado
1776,87,462,Monterrey,2025-10-09,1,Crédito,1332.79,Artesano,WhatsApp,Entregado
1777,15,368,Xicotepec de Juárez,2025-10-09,1,Débito,705.11,Marca IKAL,Instagram,Entregado
1778,33,1,CDMX,2025-11-09,2,Crédito,275.0,Artesano,Instagram,Entregado
1779,75,494,Puebla,2025-09-12,1,Crédito,333.06,Artesano,Instagram,Entregado
1780,23,36,Monterrey,2025-12-09,1,Débito,1049.71,Marca IKAL,Instagram,En preparación
1781,6,383,Puebla,2025-12-09,1,Crédito,240.8,Marca IKAL,Facebook,Entregado
1782,48,96,Monterrey,2025-09-13,1,Crédito,126.79,Artesano,Facebook,Entregado
1783,139,20,Toluca,2025-09-13,2,Débito,1492.14,Artesano,Instagram,Entregado
1784,68,90,Xicotepec de Juárez,2025-09-13,1,Débito,335.5,Artesano,Web,Enviado
1785,63,180,CDMX,2025-09-13,2,Crédito,982.72,Artesano,Web,En preparación
1786,62,310,Pantepec,2025-09-13,1,Débito,538.39,Artesano,Web,Cancelado
1787,54,236,Querétaro,2025-09-13,1,Débito,916.64,Artesano,Instagram,Entregado
1788,13,276,Xicotepec de Juárez,2025-09-14,1,Crédito,249.47,Marca IKAL,Instagram,Entregado
1789,15,127,Guadalajara,2025-09-14,1,Débito,705.11,Marca IKAL,Facebook,Enviado
1790,42,438,CDMX,2025-09-14,1,Crédito,855.52,Artesano,Facebook,Entregado
1791,147,449,Xicotepec de Juárez,2025-09-15,1,Crédito,273.39,Artesano,Web,Entregado
1792,149,57,Monterrey,2025-09-15,1,Débito,339.62,Artesano,Web,Entregado
1793,22,455,CDMX,2025-09-16,1,Débito,920.64,Marca IKAL,Facebook,Entregado
1794,86,328,CDMX,2025-09-16,1,Crédito,704.88,Artesano,Web,Entregado
1795,88,67,Guadalajara,2025-09-17,1,Crédito,866.06,Artesano,Instagram,Entregado
1796,120,83,Xicotepec de Juárez,2025-09-17,1,Crédito,800.11,Artesano,WhatsApp,Entregado
1797,120,502,Monterrey,2025-09-17,1,Crédito,800.11,Artesano,Instagram,Entregado
1798,149,145,Puebla,2025-09-17,1,Crédito,339.62,Artesano,Web,Entregado
1799,93,363,CDMX,2025-09-17,1,Débito,944.22,Artesano,Instagram,Entregado
1800,9,265,Querétaro,2025-09-18,1,Crédito,942.9,Marca IKAL,Facebook,Cancelado
1801,142,242,Xicotepec de Juárez,2025-09-18,1,Crédito,788.62,Artesano,Facebook,Entregado
1802,16,366,Puebla,2025-09-19,2,Débito,1770.9,Marca IKAL,Facebook,Entregado
1803,97,308,Puebla,2025-09-19,2,Crédito,1663.52,Artesano,Web,Entregado
1804,15,372,Xicotepec de Juárez,2025-09-19,1,Crédito,705.11,Marca IKAL,WhatsApp,Cancelado
1805,70,225,Querétaro,2025-09-19,1,Débito,726.27,Artesano,Web,Entregado
1806,88,109,Pantepec,2025-09-19,1,Crédito,866.06,Artesano,Web,Entregado
1807,31,394,CDMX,2025-09-20,1,Crédito,301.84,Artesano,Facebook,Entregado
1808,16,161,Puebla,2025-09-20,2,Débito,1770.9,Marca IKAL,WhatsApp,Entregado
1809,140,494,Puebla,2025-09-21,2,Crédito,2138.92,Artesano,WhatsApp,Entregado
1810,2,127,Guadalajara,2025-09-22,1,Débito,1027.04,Marca IKAL,Instagram,Entregado
1811,56,403,Pantepec,2025-09-22,1,Crédito,1256.29,Artesano,WhatsApp,Enviado
1812,104,569,Monterrey,2025-09-22,1,Crédito,617.8,Artesano,Instagram,Entregado
1813,98,369,Guadalajara,2025-09-22,2,Débito,302.68,Artesano,Facebook,Entregado
1814,28,541,Puebla,2025-09-23,1,Débito,460.81,Marca IKAL,WhatsApp,Cancelado
1815,2,456,Puebla,2025-09-23,1,Crédito,1027.04,Marca IKAL,Facebook,Entregado
1816,75,302,Xicotepec de Juárez,2025-09-23,1,Crédito,333.06,Artesano,Web,Entregado
1817,145,316,Puebla,2025-09-23,1,Crédito,312.51,Artesano,Web,Entregado
1818,120,253,Guadalajara,2025-09-23,1,Débito,800.11,Artesano,Facebook,Enviado
1819,56,130,CDMX,2025-09-24,1,Débito,1256.29,Artesano,Web,Entregado
1820,56,394,CDMX,2025-09-24,1,Débito,1256.29,Artesano,Instagram,Entregado
1821,62,436,Puebla,2025-09-24,1,Débito,538.39,Artesano,Instagram,Entregado
1822,140,257,CDMX,2025-09-25,1,Crédito,1069.46,Artesano,WhatsApp,Enviado
1823,48,463,Monterrey,2025-09-25,1,Crédito,126.79,Artesano,Web,Entregado
1824,31,362,Querétaro,2025-09-25,1,Crédito,301.84,Artesano,Web,Entregado
1825,20,334,CDMX,2025-09-25,1,Crédito,1250.45,Marca IKAL,Web,Entregado
1826,140,272,CDMX,2025-09-26,1,Crédito,1069.46,Artesano,Instagram,Entregado
1827,145,339,Monterrey,2025-09-26,1,Crédito,312.51,Artesano,Web,Entregado
1828,30,62,Toluca,2025-09-26,1,Débito,610.73,Marca IKAL,Web,Cancelado
1829,20,465,Xicotepec de Juárez,2025-09-27,1,Crédito,1250.45,Marca IKAL,Web,Cancelado
1830,147,277,Guadalajara,2025-09-27,1,Crédito,273.39,Artesano,Web,Entregado
1831,62,477,Puebla,2025-09-27,1,Débito,538.39,Artesano,WhatsApp,Entregado
1832,70,243,Querétaro,2025-09-27,1,Crédito,726.27,Artesano,WhatsApp,Entregado
1833,125,526,Xicotepec de Juárez,2025-09-28,2,Crédito,768.24,Artesano,Web,Entregado
1834,11,490,CDMX,2025-09-28,2,Crédito,1193.1,Marca IKAL,Instagram,Entregado
1835,149,192,Xicotepec de Juárez,2025-09-28,1,Crédito,339.62,Artesano,Instagram,Entregado
1836,133,202,Querétaro,2025-09-28,1,Débito,630.44,Artesano,Web,En preparación
1837,5,512,CDMX,2025-09-28,1,Débito,294.72,Marca IKAL,Facebook,Entregado
1838,133,51,Guadalajara,2025-09-29,1,Débito,630.44,Artesano,Instagram,Enviado
1839,28,226,Guadalajara,2025-09-29,1,Débito,460.81,Marca IKAL,Web,Enviado
1840,133,408,CDMX,2025-09-30,1,Crédito,630.44,Artesano,Web,Entregado
1841,30,279,Guadalajara,2025-09-30,1,Débito,610.73,Marca IKAL,Instagram,Entregado
1842,54,299,Puebla,2025-09-30,1,Crédito,916.64,Artesano,Instagram,Entregado
1843,47,532,Toluca,2025-09-30,2,Débito,1347.48,Artesano,Instagram,Enviado
1844,101,92,Xicotepec de Juárez,2025-09-30,1,Crédito,292.88,Artesano,Web,Entregado
1845,33,112,Querétaro,2025-01-10,1,Débito,137.5,Artesano,Instagram,Entregado
1846,16,145,Puebla,2025-01-10,1,Crédito,885.45,Marca IKAL,Web,Enviado
1847,110,383,Puebla,2025-01-10,1,Crédito,474.43,Artesano,Facebook,Enviado
1848,56,121,Pantepec,2025-01-10,1,Crédito,1256.29,Artesano,Instagram,Entregado
1849,87,511,CDMX,2025-01-10,1,Débito,1332.79,Artesano,Instagram,Entregado
1850,86,120,CDMX,2025-01-10,1,Crédito,704.88,Artesano,WhatsApp,Entregado
1851,110,321,CDMX,2025-10-02,1,Crédito,474.43,Artesano,Instagram,En preparación
1852,141,573,CDMX,2025-02-10,1,Débito,228.97,Artesano,Web,Entregado
1853,75,7,Monterrey,2025-02-10,2,Débito,666.12,Artesano,Instagram,Cancelado
1854,110,375,Xicotepec de Juárez,2025-02-10,1,Crédito,474.43,Artesano,Web,Entregado
1855,124,68,Toluca,2025-02-10,1,Débito,849.93,Artesano,Web,Entregado
1856,10,294,CDMX,2025-10-02,1,Débito,979.72,Marca IKAL,WhatsApp,Entregado
1857,112,21,Puebla,2025-03-10,1,Crédito,144.75,Artesano,Web,Entregado
1858,33,24,CDMX,2025-03-10,1,Débito,137.5,Artesano,Web,Cancelado
1859,53,49,Guadalajara,2025-03-10,1,Crédito,925.01,Artesano,Facebook,Enviado
1860,9,289,CDMX,2025-04-10,1,Crédito,942.9,Marca IKAL,Facebook,Entregado
1861,28,273,CDMX,2025-04-10,1,Crédito,460.81,Marca IKAL,Web,Entregado
1862,15,582,CDMX,2025-04-10,1,Crédito,705.11,Marca IKAL,Facebook,Entregado
1863,40,81,Xicotepec de Juárez,2025-04-10,1,Crédito,947.07,Artesano,Facebook,En preparación
1864,6,346,Guadalajara,2025-04-10,1,Débito,240.8,Marca IKAL,Web,Entregado
1865,83,563,Puebla,2025-05-10,1,Débito,284.51,Artesano,Web,Entregado
1866,138,189,Puebla,2025-05-10,1,Débito,406.86,Artesano,Instagram,Entregado
1867,99,89,Xicotepec de Juárez,2025-05-10,1,Débito,562.15,Artesano,Web,Enviado
1868,97,129,Monterrey,2025-05-10,2,Crédito,1663.52,Artesano,Facebook,Entregado
1869,3,5,Xicotepec de Juárez,2025-05-10,1,Débito,335.54,Marca IKAL,WhatsApp,Entregado
1870,8,1,CDMX,2025-05-10,1,Crédito,613.15,Marca IKAL,Facebook,Entregado
1871,1,94,Querétaro,2025-05-10,1,Crédito,331.73,Marca IKAL,Web,En preparación
1872,144,43,Puebla,2025-05-10,1,Débito,1152.21,Artesano,Web,Entregado
1873,33,480,Toluca,2025-05-10,2,Crédito,275.0,Artesano,Facebook,Entregado
1874,62,444,Monterrey,2025-06-10,2,Crédito,1076.78,Artesano,Instagram,Entregado
1875,3,221,Toluca,2025-06-10,1,Crédito,335.54,Marca IKAL,Instagram,Entregado
1876,86,228,Guadalajara,2025-06-10,1,Débito,704.88,Artesano,Facebook,Entregado
1877,123,487,Guadalajara,2025-07-10,1,Débito,250.94,Artesano,Instagram,Entregado
1878,62,251,Monterrey,2025-10-07,2,Débito,1076.78,Artesano,Web,Entregado
1879,14,116,Monterrey,2025-07-10,1,Débito,681.09,Marca IKAL,Web,Entregado
1880,102,479,CDMX,2025-08-10,1,Débito,813.91,Artesano,Instagram,Entregado
1881,16,379,Pantepec,2025-08-10,1,Crédito,885.45,Marca IKAL,Web,Cancelado
1882,10,560,Puebla,2025-08-10,1,Débito,979.72,Marca IKAL,Web,Entregado
1883,82,131,Puebla,2025-08-10,1,Crédito,170.22,Artesano,Facebook,Entregado
1884,51,385,Monterrey,2025-09-10,1,Débito,136.01,Artesano,Web,Entregado
1885,36,6,Puebla,2025-09-10,2,Débito,1707.02,Artesano,Instagram,Entregado
1886,51,533,Guadalajara,2025-09-10,1,Débito,136.01,Artesano,Instagram,Entregado
1887,79,198,CDMX,2025-09-10,1,Débito,440.88,Artesano,Instagram,Entregado
1888,85,75,CDMX,2025-09-10,1,Débito,648.37,Artesano,Instagram,Entregado
1889,20,364,Toluca,2025-10-10,1,Crédito,1250.45,Marca IKAL,Facebook,Entregado
1890,4,175,CDMX,2025-10-10,1,Débito,1124.79,Marca IKAL,Facebook,Enviado
1891,124,137,CDMX,2025-10-10,1,Débito,849.93,Artesano,Instagram,Entregado
1892,140,195,Puebla,2025-10-10,1,Débito,1069.46,Artesano,Facebook,Entregado
1893,3,553,Xicotepec de Juárez,2025-10-10,1,Débito,335.54,Marca IKAL,Instagram,Entregado
1894,33,151,CDMX,2025-11-10,1,Crédito,137.5,Artesano,Web,Entregado
1895,27,225,Querétaro,2025-11-10,1,Crédito,407.42,Marca IKAL,Facebook,Entregado
1896,149,164,Xicotepec de Juárez,2025-11-10,1,Crédito,339.62,Artesano,Instagram,Entregado
1897,30,343,CDMX,2025-12-10,1,Crédito,610.73,Marca IKAL,Instagram,Entregado
1898,9,140,Monterrey,2025-12-10,1,Débito,942.9,Marca IKAL,Web,Enviado
1899,36,558,Monterrey,2025-12-10,1,Débito,853.51,Artesano,Web,Enviado
1900,60,441,Xicotepec de Juárez,2025-10-13,2,Crédito,2114.12,Artesano,Facebook,Entregado
1901,68,342,Querétaro,2025-10-13,1,Crédito,335.5,Artesano,WhatsApp,Entregado
1902,134,526,Xicotepec de Juárez,2025-10-13,1,Crédito,256.55,Artesano,Web,Entregado
1903,97,219,Puebla,2025-10-13,1,Débito,831.76,Artesano,WhatsApp,Entregado
1904,95,164,Xicotepec de Juárez,2025-10-13,1,Débito,865.46,Artesano,Web,Enviado
1905,56,45,Querétaro,2025-10-14,1,Crédito,1256.29,Artesano,WhatsApp,Cancelado
1906,27,214,Guadalajara,2025-10-14,1,Débito,407.42,Marca IKAL,Web,Entregado
1907,40,66,Guadalajara,2025-10-14,1,Débito,947.07,Artesano,WhatsApp,Entregado
1908,147,41,Monterrey,2025-10-14,1,Crédito,273.39,Artesano,Facebook,Entregado
1909,24,109,Pantepec,2025-10-14,1,Crédito,276.07,Marca IKAL,WhatsApp,Entregado
1910,104,236,Querétaro,2025-10-15,1,Crédito,617.8,Artesano,Facebook,Cancelado
1911,78,352,Querétaro,2025-10-15,1,Débito,1027.23,Artesano,Web,Entregado
1912,82,371,Guadalajara,2025-10-15,1,Débito,170.22,Artesano,Instagram,Cancelado
1913,15,373,Monterrey,2025-10-16,1,Débito,705.11,Marca IKAL,WhatsApp,Entregado
1914,149,285,CDMX,2025-10-16,2,Crédito,679.24,Artesano,Web,Entregado
1915,17,413,Puebla,2025-10-16,1,Crédito,136.2,Marca IKAL,Web,Enviado
1916,79,58,Querétaro,2025-10-16,1,Crédito,440.88,Artesano,Web,Entregado
1917,102,482,Puebla,2025-10-17,1,Crédito,813.91,Artesano,Instagram,Entregado
1918,63,409,Xicotepec de Juárez,2025-10-17,1,Débito,491.36,Artesano,Instagram,Entregado
1919,63,124,Toluca,2025-10-18,1,Crédito,491.36,Artesano,Web,Entregado
1920,27,414,Xicotepec de Juárez,2025-10-18,1,Débito,407.42,Marca IKAL,Web,En preparación
1921,104,475,CDMX,2025-10-18,1,Débito,617.8,Artesano,Facebook,Entregado
1922,28,57,Monterrey,2025-10-18,1,Crédito,460.81,Marca IKAL,Web,Entregado
1923,140,19,Xicotepec de Juárez,2025-10-18,1,Débito,1069.46,Artesano,Instagram,Entregado
1924,150,254,Monterrey,2025-10-19,1,Débito,340.35,Artesano,Instagram,Enviado
1925,5,151,CDMX,2025-10-19,1,Débito,294.72,Marca IKAL,Facebook,Entregado
1926,4,206,Monterrey,2025-10-20,1,Crédito,1124.79,Marca IKAL,Web,Entregado
1927,93,128,Toluca,2025-10-20,1,Crédito,944.22,Artesano,Web,Entregado
1928,62,303,Puebla,2025-10-21,1,Débito,538.39,Artesano,Web,Entregado
1929,42,151,CDMX,2025-10-21,1,Crédito,855.52,Artesano,WhatsApp,Entregado
1930,110,28,Guadalajara,2025-10-21,1,Débito,474.43,Artesano,Web,Cancelado
1931,128,28,Guadalajara,2025-10-21,1,Débito,1349.46,Artesano,Facebook,Enviado
1932,75,400,Xicotepec de Juárez,2025-10-22,1,Crédito,333.06,Artesano,Facebook,Entregado
1933,36,594,Pantepec,2025-10-22,2,Débito,1707.02,Artesano,WhatsApp,Entregado
1934,30,557,Monterrey,2025-10-22,2,Crédito,1221.46,Marca IKAL,Facebook,Enviado
1935,19,442,Xicotepec de Juárez,2025-10-23,2,Débito,1876.96,Marca IKAL,Web,Enviado
1936,1,267,Toluca,2025-10-23,1,Débito,331.73,Marca IKAL,Web,Entregado
1937,9,336,CDMX,2025-10-23,2,Crédito,1885.8,Marca IKAL,Facebook,Entregado
1938,15,15,CDMX,2025-10-23,1,Crédito,705.11,Marca IKAL,Instagram,Enviado
1939,4,422,CDMX,2025-10-23,1,Débito,1124.79,Marca IKAL,Instagram,Entregado
1940,68,26,Guadalajara,2025-10-23,1,Débito,335.5,Artesano,Web,Entregado
1941,112,536,Guadalajara,2025-10-23,1,Débito,144.75,Artesano,Facebook,Entregado
1942,17,360,Monterrey,2025-10-23,1,Débito,136.2,Marca IKAL,Web,Entregado
1943,75,35,Querétaro,2025-10-24,1,Débito,333.06,Artesano,Web,Entregado
1944,140,517,Guadalajara,2025-10-24,2,Crédito,2138.92,Artesano,Facebook,Entregado
1945,146,498,Puebla,2025-10-24,2,Débito,598.82,Artesano,Instagram,Entregado
1946,12,253,Guadalajara,2025-10-24,1,Crédito,1049.0,Marca IKAL,Web,Entregado
1947,2,325,Puebla,2025-10-24,1,Crédito,1027.04,Marca IKAL,Web,Entregado
1948,110,114,Guadalajara,2025-10-24,1,Crédito,474.43,Artesano,Instagram,Entregado
1949,40,287,Monterrey,2025-10-24,1,Débito,947.07,Artesano,Instagram,Entregado
1950,93,324,Querétaro,2025-10-24,1,Débito,944.22,Artesano,Instagram,Entregado
1951,87,20,Toluca,2025-10-25,1,Débito,1332.79,Artesano,Facebook,Entregado
1952,114,365,Puebla,2025-10-25,1,Débito,215.05,Artesano,Web,Entregado
1953,47,517,Guadalajara,2025-10-25,1,Crédito,673.74,Artesano,Web,Entregado
1954,2,71,Puebla,2025-10-25,1,Crédito,1027.04,Marca IKAL,Web,Cancelado
1955,93,301,Pantepec,2025-10-26,1,Crédito,944.22,Artesano,Instagram,Entregado
1956,85,293,Monterrey,2025-10-26,1,Débito,648.37,Artesano,Instagram,Entregado
1957,48,404,Toluca,2025-10-26,1,Débito,126.79,Artesano,Facebook,Enviado
1958,9,514,CDMX,2025-10-26,1,Crédito,942.9,Marca IKAL,Facebook,Entregado
1959,24,68,Toluca,2025-10-26,1,Crédito,276.07,Marca IKAL,Instagram,Entregado
1960,12,118,Monterrey,2025-10-26,1,Crédito,1049.0,Marca IKAL,Web,Entregado
1961,17,162,Guadalajara,2025-10-27,1,Crédito,136.2,Marca IKAL,Instagram,Entregado
1962,83,86,Xicotepec de Juárez,2025-10-27,1,Débito,284.51,Artesano,Facebook,Entregado
1963,95,490,CDMX,2025-10-27,1,Débito,865.46,Artesano,Web,Entregado
1964,133,578,Xicotepec de Juárez,2025-10-27,1,Crédito,630.44,Artesano,Instagram,Entregado
1965,56,447,Monterrey,2025-10-28,1,Débito,1256.29,Artesano,Facebook,Enviado
1966,133,34,Puebla,2025-10-28,1,Débito,630.44,Artesano,Instagram,En preparación
1967,48,238,Puebla,2025-10-29,1,Crédito,126.79,Artesano,WhatsApp,Entregado
1968,2,456,Puebla,2025-10-29,1,Débito,1027.04,Marca IKAL,WhatsApp,Entregado
1969,11,108,Querétaro,2025-10-29,2,Débito,1193.1,Marca IKAL,WhatsApp,Entregado
1970,8,542,Toluca,2025-10-29,2,Crédito,1226.3,Marca IKAL,Instagram,Entregado
1971,137,66,Guadalajara,2025-10-29,1,Débito,293.88,Artesano,Web,Entregado
1972,68,421,CDMX,2025-10-30,1,Crédito,335.5,Artesano,Web,Enviado
1973,134,224,Toluca,2025-10-30,1,Débito,256.55,Artesano,Web,Entregado
1974,11,403,Pantepec,2025-10-30,1,Débito,596.55,Marca IKAL,Instagram,Enviado
1975,86,380,Guadalajara,2025-10-30,2,Crédito,1409.76,Artesano,Facebook,Entregado
1976,23,612,Puebla,2025-10-30,1,Débito,1049.71,Marca IKAL,Facebook,Entregado
1977,54,213,Querétaro,2025-10-31,1,Débito,916.64,Artesano,Instagram,Entregado
1978,8,37,CDMX,2025-10-31,1,Débito,613.15,Marca IKAL,WhatsApp,Enviado
1979,99,555,CDMX,2025-10-31,1,Crédito,562.15,Artesano,Instagram,Entregado
1980,104,388,CDMX,2025-10-31,1,Débito,617.8,Artesano,Facebook,En preparación
1981,87,413,Puebla,2025-10-31,1,Crédito,1332.79,Artesano,Web,Cancelado
1982,139,441,Xicotepec de Juárez,2025-01-11,2,Débito,1492.14,Artesano,Instagram,En preparación
1983,28,395,Monterrey,2025-01-11,1,Crédito,460.81,Marca IKAL,Instagram,Entregado
1984,95,38,Monterrey,2025-01-11,2,Débito,1730.92,Artesano,Instagram,Entregado
1985,101,483,Toluca,2025-01-11,1,Débito,292.88,Artesano,Instagram,Entregado
1986,147,120,CDMX,2025-01-11,2,Crédito,546.78,Artesano,WhatsApp,Cancelado
1987,13,25,Monterrey,2025-01-11,1,Crédito,249.47,Marca IKAL,Web,En preparación
1988,23,578,Xicotepec de Juárez,2025-01-11,1,Débito,1049.71,Marca IKAL,Web,Entregado
1989,22,52,Monterrey,2025-02-11,1,Crédito,920.64,Marca IKAL,Facebook,Entregado
1990,87,154,Pantepec,2025-02-11,1,Débito,1332.79,Artesano,Instagram,Entregado
1991,128,173,Querétaro,2025-02-11,1,Débito,1349.46,Artesano,Instagram,En preparación
1992,144,310,Pantepec,2025-02-11,1,Débito,1152.21,Artesano,Web,Entregado
1993,30,35,Querétaro,2025-02-11,1,Débito,610.73,Marca IKAL,Web,Enviado
1994,123,522,Guadalajara,2025-02-11,1,Débito,250.94,Artesano,Web,Enviado
1995,82,383,Puebla,2025-02-11,1,Crédito,170.22,Artesano,Web,Enviado
1996,112,425,CDMX,2025-02-11,1,Débito,144.75,Artesano,Web,Cancelado
1997,13,16,Pantepec,2025-11-02,1,Crédito,249.47,Marca IKAL,Instagram,Entregado
1998,137,540,CDMX,2025-02-11,2,Débito,587.76,Artesano,Web,Entregado
1999,5,351,Querétaro,2025-02-11,1,Débito,294.72,Marca IKAL,Web,Entregado
2000,139,607,Monterrey,2025-02-11,1,Débito,746.07,Artesano,Instagram,Entregado
2001,75,175,CDMX,2025-03-11,1,Crédito,333.06,Artesano,WhatsApp,Entregado
2002,48,337,CDMX,2025-03-11,1,Crédito,126.79,Artesano,Web,Entregado
2003,6,433,Monterrey,2025-03-11,1,Crédito,240.8,Marca IKAL,Web,Entregado
2004,125,151,CDMX,2025-03-11,2,Crédito,768.24,Artesano,Web,En preparación
2005,12,126,Monterrey,2025-03-11,2,Débito,2098.0,Marca IKAL,Instagram,En preparación
2006,83,381,Xicotepec de Juárez,2025-03-11,2,Crédito,569.02,Artesano,WhatsApp,Entregado
2007,128,185,Xicotepec de Juárez,2025-03-11,1,Crédito,1349.46,Artesano,Web,Enviado
2008,1,304,Pantepec,2025-03-11,1,Débito,331.73,Marca IKAL,Instagram,Entregado
2009,8,401,Monterrey,2025-03-11,1,Crédito,613.15,Marca IKAL,Instagram,Entregado
2010,31,558,Monterrey,2025-11-03,2,Crédito,603.68,Artesano,Instagram,Entregado
2011,33,302,Xicotepec de Juárez,2025-03-11,1,Crédito,137.5,Artesano,Instagram,Entregado
2012,52,497,Puebla,2025-03-11,1,Débito,645.53,Artesano,Instagram,Entregado
2013,62,16,Pantepec,2025-03-11,1,Débito,538.39,Artesano,WhatsApp,Entregado
2014,8,336,CDMX,2025-03-11,2,Débito,1226.3,Marca IKAL,Web,Enviado
2015,95,123,Querétaro,2025-03-11,1,Débito,865.46,Artesano,Instagram,Entregado
2016,14,405,Puebla,2025-11-04,1,Crédito,681.09,Marca IKAL,Instagram,Entregado
2017,68,537,Puebla,2025-04-11,1,Débito,335.5,Artesano,Web,Enviado
2018,142,222,CDMX,2025-04-11,1,Crédito,788.62,Artesano,Instagram,Entregado
2019,29,13,Monterrey,2025-04-11,1,Crédito,875.71,Marca IKAL,Web,En preparación
2020,51,1,CDMX,2025-04-11,1,Débito,136.01,Artesano,Web,Entregado
2021,123,267,Toluca,2025-04-11,2,Débito,501.88,Artesano,Web,Entregado
2022,150,50,Xicotepec de Juárez,2025-05-11,1,Crédito,340.35,Artesano,WhatsApp,Entregado
2023,114,469,Puebla,2025-05-11,1,Crédito,215.05,Artesano,WhatsApp,Enviado
2024,47,593,CDMX,2025-05-11,1,Débito,673.74,Artesano,Web,Enviado
2025,33,504,Querétaro,2025-05-11,1,Débito,137.5,Artesano,Facebook,Entregado
2026,48,457,Monterrey,2025-05-11,1,Débito,126.79,Artesano,WhatsApp,Entregado
2027,15,157,CDMX,2025-05-11,1,Débito,705.11,Marca IKAL,Facebook,Entregado
2028,1,412,Xicotepec de Juárez,2025-05-11,1,Débito,331.73,Marca IKAL,WhatsApp,Entregado
2029,3,110,Puebla,2025-06-11,1,Crédito,335.54,Marca IKAL,Instagram,Entregado
2030,82,140,Monterrey,2025-06-11,1,Crédito,170.22,Artesano,Web,Cancelado
2031,85,111,Puebla,2025-06-11,1,Crédito,648.37,Artesano,Instagram,Entregado
2032,22,428,Toluca,2025-06-11,2,Débito,1841.28,Marca IKAL,Web,En preparación
2033,56,510,CDMX,2025-06-11,1,Crédito,1256.29,Artesano,Web,Entregado
2034,13,432,Puebla,2025-06-11,1,Crédito,249.47,Marca IKAL,Instagram,Entregado
2035,101,236,Querétaro,2025-06-11,1,Débito,292.88,Artesano,Web,Enviado
2036,28,216,Puebla,2025-06-11,1,Crédito,460.81,Marca IKAL,Instagram,Entregado
2037,13,38,Monterrey,2025-06-11,1,Crédito,249.47,Marca IKAL,Facebook,Entregado
2038,149,504,Querétaro,2025-06-11,1,Débito,339.62,Artesano,Web,Entregado
2039,125,377,Querétaro,2025-07-11,2,Débito,768.24,Artesano,Web,Entregado
2040,52,227,Guadalajara,2025-07-11,1,Crédito,645.53,Artesano,WhatsApp,Entregado
2041,82,459,Guadalajara,2025-07-11,1,Crédito,170.22,Artesano,WhatsApp,Cancelado
2042,13,364,Toluca,2025-07-11,1,Crédito,249.47,Marca IKAL,Instagram,Entregado
2043,10,99,CDMX,2025-07-11,1,Débito,979.72,Marca IKAL,Instagram,Cancelado
2044,108,592,Toluca,2025-07-11,1,Débito,322.45,Artesano,Facebook,Entregado
2045,12,554,Guadalajara,2025-07-11,1,Débito,1049.0,Marca IKAL,Instagram,En preparación
2046,71,617,Guadalajara,2025-07-11,1,Crédito,322.99,Artesano,Web,Entregado
2047,62,73,Querétaro,2025-07-11,2,Crédito,1076.78,Artesano,Instagram,En preparación
2048,20,451,Puebla,2025-08-11,1,Débito,1250.45,Marca IKAL,Facebook,Entregado
2049,53,273,CDMX,2025-08-11,1,Crédito,925.01,Artesano,Instagram,Entregado
2050,12,364,Toluca,2025-08-11,1,Débito,1049.0,Marca IKAL,Web,Entregado
2051,62,468,Toluca,2025-08-11,1,Débito,538.39,Artesano,Web,Entregado
2052,138,37,CDMX,2025-08-11,1,Débito,406.86,Artesano,Web,Entregado
2053,3,534,Guadalajara,2025-08-11,2,Crédito,671.08,Marca IKAL,Web,Cancelado
2054,120,64,CDMX,2025-08-11,2,Débito,1600.22,Artesano,Facebook,Entregado
2055,6,37,CDMX,2025-09-11,1,Débito,240.8,Marca IKAL,Web,Entregado
2056,12,253,Guadalajara,2025-09-11,1,Débito,1049.0,Marca IKAL,Instagram,Enviado
2057,137,552,CDMX,2025-09-11,1,Débito,293.88,Artesano,Web,Entregado
